state;region;year;value;Colonne1
Rio de Janeiro;Metropolitana do Rio de Janeiro;2007;220685110.9;0.122653444
Rio de Janeiro;Metropolitana do Rio de Janeiro;2008;238620971.3;0.081273541
Rio de Janeiro;Metropolitana do Rio de Janeiro;2009;276440803.0;0.158493327
Rio de Janeiro;Metropolitana do Rio de Janeiro;2010;309290106.1;0.11882943
Rio de Janeiro;Metropolitana do Rio de Janeiro;2011;343224705.0;0.109717699
Rio de Janeiro;Metropolitana do Rio de Janeiro;2012;379113782.1;0.104564376
Rio de Janeiro;Metropolitana do Rio de Janeiro;2013;425031190.9;0.121117751
Rio de Janeiro;Metropolitana do Rio de Janeiro;2014;461136404.7;0.08494721
Rio de Janeiro;Metropolitana do Rio de Janeiro;2015;495824845.1;0.075223817
Rio de Janeiro;Metropolitana do Rio de Janeiro;2016;507999998.7;0.024555352
Rio de Janeiro;Metropolitana do Rio de Janeiro;2017;528428123.3;0.040212844
São Paulo;São José do Rio Preto;2002;13230528.83;0
